Unit,PO/Contract,PO_ID,Item description,Vendor Name,PO Date,Award Process,Item,Total Value
NYCTA,PO,6030244297,"TIE, 6"" X 10"" X 24', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,3/31/2017,,66-65-2020,"$11,589.00"
NYCTA,PO,6030245182,"TIE, 6"" X 8"" X 18'0"", TROPICAL HARDWOOD, SHALL CONFORM TO MTA-NYCTA STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE","WILLIAM G. MOORE & SON, INC. OF DELWARE",4/7/2017,,66-65-1942,"$10,725.00"
NYCTA,PO,6030247874,"TIE, 6"" X 10"" X 13', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS, SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE","WILLIAM G. MOORE & SON, INC. OF DELWARE",4/28/2017,,66-65-2008,"$9,878.25"
NYCTA,PO,6030248176,"TIE, 6"" X 8"" X 10', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,5/1/2017,,66-65-1900,"$13,162.50"
NYCTA,Contract,600000000017984,"BLOCK, TIE TROPICAL HARDWOOD, 5"" X 7"" X 24"". SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE, AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS 28, 62 AND 67 SHALL BE MADE","WILLIAM G. MOORE & SON, INC. OF DELWARE",5/11/2017,Discretionary Bid,66-08-0410,"$395,760.00"
NYCTA,Contract,600000000018041,"TIE, 5"" X 7"" X 9'-6"", TROPICAL HARDWOOD,SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. SHIPMENTS SHALL BE ACCOMPANIED BY FOREST STEWARDSHIP","WILLIAM G. MOORE & SON, INC. OF DELWARE",5/11/2017,Discretionary Bid,66-65-0325,"$396,682.00"
NYCTA,PO,6030251060,"TIE, 6"" X 8"" X 12'-0"", TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE, AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS #28, 62, & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,5/22/2017,,66-65-1910,"$8,760.00"
NYCTA,PO,6030251062,"TIE, 6"" X 10"" X 12', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,5/22/2017,,66-65-2006,"$10,777.50"
NYCTA,PO,6030253622,"TIE, 5"" X 7"" X 9', TROPICAL HARDWOOD, SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. SHIPMENTS SHALL BE ACCOMPANIED BY FOREST STEWARDSHIP",BORO SAWMILL & TIMBER CO INC,6/9/2017,,66-65-0320,"$11,959.20"
NYCTA,PO,6030271083,"TIE, 6"" X 8"" X 18'0"", TROPICAL HARDWOOD, SHALL CONFORM TO MTA-NYCTA STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,10/20/2017,,66-65-1942,"$10,530.00"
NYCTA,Contract,600000000019394,"TIE, 6"" X 8"" X 14', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS #28, 62 & 67 SHALL BE MADE",J MIKULSKY RAILWAY SUPPLY CO INC,11/14/2017,Competitive Bid,66-65-1920,"$20,775.00"
NYCTA,Contract,600000000019396,"TIE, 6"" X 10"" X 24', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",J MIKULSKY RAILWAY SUPPLY CO INC,11/14/2017,Competitive Bid,66-65-2020,"$22,800.00"
NYCTA,Contract,600000000019404,"TIE, 6"" X 10"" X 14', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",J MIKULSKY RAILWAY SUPPLY CO INC,11/14/2017,Competitive Bid,66-65-2010,"$26,310.00"
NYCTA,Contract,600000000019405,"TIE, 6"" X 10"" X 18', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS #28, 62 & 67 SHALL BE MADE",J MIKULSKY RAILWAY SUPPLY CO INC,11/14/2017,Competitive Bid,66-65-2018,"$16,830.00"
NYCTA,Contract,600000000019406,"TIE, 6"" X 10"" X 25', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE",J MIKULSKY RAILWAY SUPPLY CO INC,11/14/2017,Competitive Bid,66-65-2022,"$25,050.00"
NYCTA,Contract,600000000019407,"TIE, 6"" X 10"" X 22', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",J MIKULSKY RAILWAY SUPPLY CO INC,11/14/2017,Competitive Bid,66-65-2024,"$15,040.00"
NYCTA,Contract,600000000019797,"TIE, 6"" X 10""X 27', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80, DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",J MIKULSKY RAILWAY SUPPLY CO INC,1/8/2018,Competitive Bid,66-65-2026,"$55,860.00"
NYCTA,Contract,600000000019952,"BLOCK, TIE TROPICAL HARDWOOD, 5"" X 7"" X 24"". SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE, AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS 28, 62 AND 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,1/26/2018,Competitive Bid,66-08-0410,"$411,125.00"
NYCTA,Contract,600000000019954,"TIE, 6"" X 8"" X 10', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,1/26/2018,Competitive Bid,66-65-1900,"$50,700.00"
NYCTA,Contract,600000000020014,"TIE, 6"" X 10"" X 11'-0"", TROPICAL HARDWOOD SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE, AND POWER DISTRIBUTION MATERIALS. DELIVERY TO STOREROOMS #28, 62 & 67 SHALL BE MADE ON OPEN FLATBED","WILLIAM G. MOORE & SON, INC. OF DELWARE",2/6/2018,Competitive Bid,66-65-2004,"$23,843.40"
NYCTA,Contract,600000000020188,"TIE, 6"" X 10"" X 14', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE","WILLIAM G. MOORE & SON, INC. OF DELWARE",2/27/2018,Competitive Bid,66-65-2010,"$52,523.00"
NYCTA,Contract,600000000020241,"TIE, 6"" X 10"" X 17', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS #28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,3/6/2018,Competitive Bid,66-65-2016,"$64,515.00"
NYCTA,Contract,600000000020244,"TIE, 6"" X 10"" X 10', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,3/6/2018,Competitive Bid,66-65-2002,"$53,130.00"
NYCTA,Contract,600000000020323,"tie, tropical hardwood, 7""x10""x10'",BORO SAWMILL & TIMBER CO INC,3/14/2018,Competitive Bid,,"$13,094.25"
NYCTA,Contract,600000000020328,"TIE, 6"" X 10"" X 12', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,3/14/2018,Competitive Bid,66-65-2006,"$45,540.00"
NYCTA,Contract,600000000020329,"TIE, 6"" X 10"" X 18', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS #28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,3/14/2018,Competitive Bid,66-65-2018,"$81,972.00"
NYCTA,Contract,600000000020506,"TIE, 6"" X 10"" X 22', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",J MIKULSKY RAILWAY SUPPLY CO INC,4/3/2018,Competitive Bid,66-65-2024,"$60,400.00"
NYCTA,Contract,600000000020510,"TIE, 5"" X 7"" X 9', TROPICAL HARDWOOD, SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. SHIPMENTS SHALL BE ACCOMPANIED BY FOREST STEWARDSHIP",BORO SAWMILL & TIMBER CO INC,4/3/2018,Competitive Bid,66-65-0320,"$323,840.00"
NYCTA,Contract,600000000020512,"TIE, 6"" X 10"" X 17', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS #28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,4/3/2018,Competitive Bid,66-65-2016,"$168,585.00"
NYCTA,Contract,600000000020514,"TIE, 6"" X 10"" X 24', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,4/3/2018,Competitive Bid,66-65-2020,"$364,872.00"
NYCTA,Contract,600000000020519,"TIE, 6"" X 10"" X 21', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS #28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,4/3/2018,Competitive Bid,66-65-2019,"$87,664.50"
NYCTA,Contract,600000000020580,"Tie, Tropical Hardwood, 8""x8""x10'","WILLIAM G. MOORE & SON, INC. OF DELWARE",4/10/2018,Competitive Bid,,"$10,164.60"
NYCTA,Contract,600000000021615,"TIE, 6"" X 8"" X 14', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS #28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,8/8/2018,Competitive Bid,66-65-1920,"$47,940.00"
NYCTA,Contract,600000000021786,"BLOCK, TIE TROPICAL HARDWOOD, 5"" X 7"" X 34"". SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS 28, 62 AND 67 SHALL BE MADE",J MIKULSKY RAILWAY SUPPLY CO INC,8/24/2018,Competitive Bid,66-08-0415,"$100,464.00"
NYCTA,Contract,600000000021792,"TIE, 6"" X 8"" X 12'-0"", TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE, AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS #28, 62, & 67 SHALL BE MADE",J MIKULSKY RAILWAY SUPPLY CO INC,8/24/2018,Competitive Bid,66-65-1910,"$52,290.00"
NYCTA,Contract,600000000021794,"TIE, 6"" X 10"" X 13', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS, SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",J MIKULSKY RAILWAY SUPPLY CO INC,8/24/2018,Competitive Bid,66-65-2008,"$56,580.00"
NYCTA,Contract,600000000021798,"TIE, 6"" X 8"" X 18'0"", TROPICAL HARDWOOD, SHALL CONFORM TO MTA-NYCTA STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,8/24/2018,Competitive Bid,66-65-1942,"$52,650.00"
NYCTA,Contract,600000000021800,"TIE, 6"" X 10"" X 21', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS #28, 62 & 67 SHALL BE MADE",J MIKULSKY RAILWAY SUPPLY CO INC,8/24/2018,Competitive Bid,66-65-2019,"$116,942.00"
NYCTA,Contract,600000000021803,"TIE, 6"" X 10"" X 22', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,8/24/2018,Competitive Bid,66-65-2024,"$231,200.00"
NYCTA,Contract,600000000021813,"TIE, 6"" X 10"" X 25', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE",BORO SAWMILL & TIMBER CO INC,8/27/2018,Competitive Bid,66-65-2022,"$131,760.00"
NYCTA,Contract,600000000021815,"TIE, 6"" X 10""X 27', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80, DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,8/27/2018,Competitive Bid,66-65-2026,"$191,970.00"
NYCTA,Contract,600000000022282,"TIE, 6"" X 10"" X X 19', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,10/17/2018,Competitive Bid,66-65-2021,"$54,428.00"
NYCTA,Contract,600000000022537,"TIE, 6"" X 10"" X 20', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62, & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,11/15/2018,Competitive Bid,66-65-2017,"$53,581.50"
NYCTA,Contract,600000000022538,"TIE, 6"" X 10"" 23', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,11/15/2018,Competitive Bid,66-65-2023,"$65,455.00"
NYCTA,Contract,600000000022539,"TIE, 6"" X 10"" X 26', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,11/15/2018,Competitive Bid,66-65-2025,"$99,801.00"
NYCTA,Contract,600000000022656,"TIE, 6"" X 10"" X X 19', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,12/3/2018,Competitive Bid,66-65-2021,"$68,035.00"
NYCTA,Contract,600000000022657,"TIE, 6"" X 10"" 23', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE","WILLIAM G. MOORE & SON, INC. OF DELWARE",12/3/2018,Competitive Bid,66-65-2023,"$72,714.20"
NYCTA,Contract,600000000022661,"TIE, 6"" X 10"" X 26', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,12/4/2018,Competitive Bid,66-65-2025,"$140,745.00"
NYCTA,Contract,600000000022663,"TIE, 6"" X 10"" X 20', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62, & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,12/4/2018,Competitive Bid,66-65-2017,"$55,685.00"
NYCTA,Contract,600000000022738,"TIE, 5"" X 7"" X 9'-6"", TROPICAL HARDWOOD,SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. SHIPMENTS SHALL BE ACCOMPANIED BY FOREST STEWARDSHIP","WILLIAM G. MOORE & SON, INC. OF DELWARE",12/12/2018,Competitive Bid,66-65-0325,"$519,525.00"
NYCTA,Contract,600000000022757,"TIE, 6"" X 10"" X 28', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,12/17/2018,Competitive Bid,66-65-2028,"$89,835.00"
NYCTA,Contract,600000000022771,"TIE, 5"" X 7"" X 9'-6"", TROPICAL HARDWOOD,SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. SHIPMENTS SHALL BE ACCOMPANIED BY FOREST STEWARDSHIP",BORO SAWMILL & TIMBER CO INC,12/17/2018,Competitive Bid,66-65-0325,"$98,875.00"
NYCTA,Contract,600000000023363,"TIE, 6"" X 8"" X 10', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,2/28/2019,Competitive Bid,66-65-1900,"$39,367.50"
NYCTA,Contract,600000000023364,"TIE, 6"" X 10"" X 24', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,2/28/2019,Competitive Bid,66-65-2020,"$55,236.42"
NYCTA,Contract,600000000023464,"BLOCK, TIE TROPICAL HARDWOOD, 5"" X 7"" X 24"". SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE, AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS 28, 62 AND 67 SHALL BE MADE","WILLIAM G. MOORE & SON, INC. OF DELWARE",3/13/2019,Competitive Bid,66-08-0410,"$31,000.00"
NYCTA,Contract,600000000023632,"TIE, 6"" X 10"" X 18', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS #28, 62 & 67 SHALL BE MADE","WILLIAM G. MOORE & SON, INC. OF DELWARE",4/1/2019,Competitive Bid,66-65-2018,"$30,630.50"
NYCTA,Contract,600000000023702,"BLOCK, TIE TROPICAL HARDWOOD, 5"" X 7"" X 24"". SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE, AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS 28, 62 AND 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,4/11/2019,Competitive Bid,66-08-0410,"$215,600.00"
NYCTA,Contract,600000000023881,"TIE, 6"" X 10"" X 28', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,5/3/2019,Competitive Bid,66-65-2028,"$89,835.00"
NYCTA,Contract,600000000023962,"TIE, 6"" X 10"" X 22', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80. DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE","WILLIAM G. MOORE & SON, INC. OF DELWARE",5/13/2019,Competitive Bid,66-65-2024,"$72,103.80"
NYCTA,Contract,600000000024244,"TIE, 6"" X 10""X 27', TROPICAL HARDWOOD, SHALL CONFORM TO THE MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIALS SECTION 80, DELIVERY TO STOREROOMS # 28, 62 & 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,6/21/2019,Competitive Bid,66-65-2026,"$98,779.50"
NYCTA,Contract,600000000027459,"BLOCK, TIE TROPICAL HARDWOOD, 5"" X 7"" X 34"". SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS 28, 62 AND 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,1/8/2021,Competitive Bid,66-08-0415,"$33,572.00"
NYCTA,Contract,600000000028643,"BLOCK, TIE TROPICAL HARDWOOD, 5"" X 7"" X 24"". SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE, AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS 28, 62 AND 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,9/13/2021,Competitive Bid,66-08-0410,"$371,137.50"
NYCTA,Contract,600000000029448,"BLOCK, TIE TROPICAL HARDWOOD, 5"" X 8"" X 24"". SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS 28, 62 AND 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,2/8/2022,Competitive Bid,66-08-0510,"$62,849.15"
NYCTA,Contract,600000000029449,"BLOCK, TIE TROPICAL HARDWOOD, 5"" X 8"" X 34"". SHALL CONFORM TO MTA-NYCT STANDARD SPECIFICATIONS FOR TRACK, INFRASTRUCTURE AND POWER DISTRIBUTION MATERIAL SECTION 80. DELIVERY TO STOREROOMS 28, 62 AND 67 SHALL BE MADE",BORO SAWMILL & TIMBER CO INC,2/8/2022,Competitive Bid,66-08-0515,"$86,988.00"
